ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3521296,57161,33,6046,679,0.0,4.09,6417,0,30004,30004,0,2934,1591292,4.33,4.36,5.0
3521297,36221,26,6447,1507,0.0,3.84,6490,0,30004,30004,0,2934,1595612,4.33,3.77,5.0
3521305,83324,34,5924,660,0.0,4.1,6417,0,30006,30006,0,2934,1660412,4.33,4.37,5.0
3521306,30572,37,6169,1038,0.0,3.98,6313,0,30006,30006,0,2966,1599932,4.34,4.09,5.0
3521307,86182,35,6137,624,0.0,4.11,6929,0,30003,30003,0,2934,1601859,4.33,4.4,5.0
3521308,56860,27,6106,646,0.0,4.1,6425,0,30005,30005,0,2934,1540892,4.33,4.38,5.0
3521310,85713,35,6169,625,0.0,4.11,6669,0,30008,30008,0,2934,1663739,4.33,4.4,5.0
3521313,83382,33,5944,621,0.0,4.11,6770,0,30003,30003,0,2934,1571132,4.33,4.4,5.0
3521316,23962,35,6173,1057,0.0,3.98,6311,0,30006,30006,0,2966,1614332,4.34,4.08,5.0
3521318,43987,38,6242,851,0.0,4.04,6355,0,30009,30009,0,2966,1582652,4.34,4.23,5.0
3521322,78179,35,5994,669,0.0,4.09,6470,0,30007,30007,0,2934,1676252,4.33,4.36,5.0
3521324,63811,34,6001,684,0.0,4.09,6389,0,30002,30002,0,2903,1584092,4.33,4.35,5.0
3521326,83883,34,5807,612,0.0,4.11,6479,0,30023,30023,0,2903,1641692,4.33,4.41,5.0
3521327,39481,28,6160,782,0.0,4.06,6359,0,30002,30002,0,2966,1624412,4.34,4.28,5.0
3521334,85896,36,6040,655,0.0,4.1,6680,0,30025,30025,0,2934,1703612,4.33,4.37,5.0
3521342,56025,39,6187,769,0.0,4.07,6350,0,30007,30007,0,2966,1631612,4.34,4.29,5.0
3521349,62185,28,5845,631,0.0,4.1,6377,0,30012,30012,0,2903,1617212,4.33,4.39,5.0
3521350,72192,35,6106,704,0.0,4.08,6419,0,30004,30004,0,2934,1555292,4.33,4.34,5.0
3521357,70116,33,6151,682,0.0,4.09,6433,0,30002,30002,0,2934,1630172,4.33,4.35,5.0
3521360,68948,36,6014,709,0.0,4.08,6376,0,30004,30004,0,2903,1576892,4.33,4.33,5.0
3521362,40094,35,6147,848,0.0,4.04,6372,0,30003,30003,0,2966,1568292,4.34,4.23,5.0
3521379,56257,27,6140,624,0.0,4.11,6442,0,30005,30005,0,2934,1560364,4.33,4.4,5.0
3521384,62960,36,6210,701,0.0,4.09,6364,0,30008,30008,0,2966,1618652,4.34,4.34,5.0
3521386,68344,35,6316,683,0.0,4.09,6666,0,30008,30008,0,2934,1597275,4.33,4.35,5.0
3521390,97459,37,5973,683,0.0,4.09,6585,0,30010,30010,0,2903,1660412,4.33,4.35,5.0
3521399,68571,37,5898,725,0.0,4.08,6335,0,30006,30006,0,2966,1582652,4.34,4.32,5.0
3521411,30018,38,6176,1176,0.0,3.94,6286,0,30002,30002,0,2966,1630172,4.34,3.99,5.0
3521412,83520,34,6179,650,0.0,4.1,6667,0,30004,30004,0,2934,1594172,4.33,4.38,5.0
3521415,77440,27,6218,631,0.0,4.1,6400,0,30004,30004,0,2903,1592483,4.33,4.39,5.0
3521420,47058,36,6225,827,0.0,4.05,6373,0,30016,30016,0,2966,1594172,4.34,4.24,5.0
3521430,45273,35,6086,759,0.0,4.07,6388,0,30004,30004,0,2966,1588412,4.34,4.3,5.0
3521434,64602,31,5971,659,0.0,4.1,6414,0,30008,30008,0,2934,1596210,4.33,4.37,5.0
3521436,74712,31,5991,637,0.0,4.1,6390,0,30004,30004,0,2903,1579772,4.33,4.39,5.0
3521443,71265,34,6030,687,0.0,4.09,6540,0,30005,30005,0,2903,1552412,4.33,4.35,5.0
3521445,74428,38,6093,743,0.0,4.07,6432,0,30006,30006,0,2966,1663292,4.34,4.31,5.0
3521446,41624,31,6157,806,0.0,4.06,6384,0,30003,30003,0,2966,1611452,4.34,4.26,5.0
3521448,89856,34,6427,610,0.0,4.11,7169,0,30003,30003,0,2934,1642139,4.33,4.41,5.0
3521450,62186,35,5895,709,0.0,4.08,6371,0,30011,30011,0,2903,1584092,4.33,4.33,5.0
3521456,59502,34,6097,681,0.0,4.09,6641,0,30003,30003,0,2934,1619707,4.33,4.35,5.0
3521461,43254,34,6141,776,0.0,4.06,6328,0,30014,30014,0,2966,1579772,4.34,4.28,5.0
3521465,88207,36,6044,682,0.0,4.09,6505,0,30002,30002,0,2903,1611452,4.33,4.35,5.0
3521473,32566,40,6367,1098,0.0,3.97,6385,0,30006,30006,0,2966,1585532,4.34,4.05,5.0
3521475,75544,30,6224,590,0.0,4.12,6641,0,30003,30003,0,2903,1549532,4.33,4.43,5.0
3521478,68337,37,6373,665,0.0,4.1,6946,0,30003,30003,0,2934,1605692,4.33,4.37,5.0
3521480,58494,35,6308,687,0.0,4.09,6493,0,30028,30028,0,2903,1536572,4.33,4.35,5.0
3521482,78607,36,6265,665,0.0,4.1,6600,0,30003,30003,0,2934,1610012,4.33,4.37,5.0
3521488,43797,36,6218,801,0.0,4.06,6354,0,30005,30005,0,2966,1614332,4.34,4.26,5.0
3521493,77477,31,6104,602,0.0,4.11,6625,0,30004,30004,0,2903,1532252,4.33,4.42,5.0
3521495,64881,38,6303,694,0.0,4.08,6872,0,30002,30002,0,2903,1555292,4.33,4.35,5.0
3521496,49920,35,5976,765,0.0,4.07,6343,0,30010,30010,0,2966,1657532,4.34,4.29,5.0
3521500,98194,35,6064,629,0.0,4.1,6840,0,30011,30011,0,2903,1709372,4.33,4.39,5.0
3521505,48451,29,6054,676,0.0,4.09,6354,0,30003,30003,0,2966,1589852,4.34,4.36,5.0
3521512,95627,35,6340,641,0.0,4.1,6974,0,30003,30003,0,2934,1657532,4.33,4.39,5.0
3521513,67066,34,6069,658,0.0,4.09,6559,0,30013,30013,0,2903,1532252,4.33,4.37,5.0
3521517,80747,32,5990,611,0.0,4.11,6916,0,30004,30004,0,2903,1539452,4.33,4.41,5.0
3521519,55938,31,6043,646,0.0,4.1,6344,0,30006,30006,0,2966,1608572,4.34,4.38,5.0
3521523,65137,34,6026,681,0.0,4.09,6350,0,30031,30031,0,2966,1660412,4.34,4.35,5.0
3521526,31516,33,6337,981,0.0,4.0,6382,0,30005,30005,0,2966,1643132,4.34,4.13,5.0
3521528,82988,34,6047,657,0.0,4.1,6659,0,30007,30007,0,2903,1568252,4.33,4.37,5.0
3521530,96072,34,5845,613,0.0,4.11,6580,0,30006,30006,0,2934,1623420,4.33,4.41,5.0
3521539,40599,30,6322,747,0.0,4.07,6365,0,30008,30008,0,2966,1568252,4.34,4.3,5.0
3521545,69748,35,6067,722,0.0,4.08,6520,0,30005,30005,0,2903,1530812,4.33,4.32,5.0
3521551,46912,29,6059,673,0.0,4.1,6374,0,30002,30002,0,2966,1599932,4.34,4.36,5.0
3521555,95353,34,6408,657,0.0,4.1,7005,0,30020,30020,0,2903,1653212,4.33,4.37,5.0
3521559,44626,33,6140,792,0.0,4.06,6334,0,30005,30005,0,2966,1584092,4.34,4.27,5.0
3521561,48112,30,6085,725,0.0,4.08,6365,0,30003,30003,0,2966,1651772,4.34,4.32,5.0
3521566,59068,35,6050,633,0.0,4.11,6437,0,30003,30003,0,2934,1542332,4.33,4.39,5.0
3521567,24344,37,6347,1187,0.0,3.94,6342,0,30003,30003,0,2966,1605692,4.34,3.99,5.0
3521569,90421,34,6167,609,0.0,4.11,7290,0,30004,30004,0,2934,1624412,4.33,4.41,5.0
3521572,31569,38,6326,1031,0.0,3.99,6366,0,30004,30004,0,2966,1565372,4.34,4.1,5.0
3521575,37772,30,6317,876,0.0,4.03,6380,0,30005,30005,0,2966,1627292,4.34,4.21,5.0
3521582,72847,35,6161,690,0.0,4.09,6623,0,30020,30020,0,2934,1630172,4.33,4.35,5.0
3521583,59185,37,5952,717,0.0,4.08,6340,0,30002,30002,0,2966,1669052,4.34,4.33,5.0
3521584,43100,28,6043,655,0.0,4.1,6372,0,30002,30002,0,2966,1589852,4.34,4.37,5.0
3521590,72746,39,6094,702,0.0,4.09,6335,0,30014,30014,0,2966,1583310,4.34,4.34,5.0
3521598,66212,36,6094,692,0.0,4.09,6346,0,30008,30008,0,2966,1679132,4.34,4.35,5.0
3521599,54580,30,6052,673,0.0,4.1,6348,0,30002,30002,0,2966,1647452,4.34,4.36,5.0
3521603,85292,36,6787,727,0.0,4.08,6833,0,30003,30003,0,2934,1592084,4.33,4.32,5.0
3521605,64910,36,6110,720,0.0,4.08,6421,0,30003,30003,0,2934,1582652,4.33,4.33,5.0
3521607,55734,33,6136,702,0.0,4.09,6359,0,30016,30016,0,2966,1568252,4.34,4.34,5.0
3521610,48451,34,6238,870,0.0,4.03,6385,0,30004,30004,0,2903,1555292,4.33,4.21,5.0
3521618,32551,39,6282,938,0.0,4.02,6352,0,30003,30003,0,2966,1618652,4.34,4.16,5.0
3521619,38016,27,6249,711,0.0,4.08,6381,0,30010,30010,0,2966,1625852,4.34,4.33,5.0
3521624,52992,32,6071,666,0.0,4.09,6420,0,30007,30007,0,2934,1584092,4.33,4.37,5.0
3521628,43643,30,6106,734,0.0,4.08,6378,0,30014,30014,0,2966,1602812,4.34,4.31,5.0
3521632,67751,35,6341,669,0.0,4.09,6856,0,30021,30021,0,2934,1579771,4.33,4.36,5.0
3521637,38964,40,6324,972,0.0,4.0,6356,0,30006,30006,0,2966,1615772,4.34,4.14,5.0
3521641,89197,34,5940,613,0.0,4.11,6883,0,30003,30003,0,2934,1674812,4.33,4.41,5.0
3521643,54579,29,6095,649,0.0,4.1,6404,0,30002,30002,0,2966,1584092,4.34,4.38,5.0
3521650,75218,32,6039,640,0.0,4.1,6525,0,30003,30003,0,2934,1575452,4.33,4.39,5.0
3521655,80196,36,5929,678,0.0,4.09,6379,0,30005,30005,0,2903,1549532,4.33,4.36,5.0
3521656,73796,36,6214,694,0.0,4.09,6354,0,30005,30005,0,2966,1563932,4.34,4.35,5.0
3521666,39937,40,6241,916,0.0,4.02,6352,0,30004,30004,0,2966,1634552,4.34,4.18,5.0
3521671,36675,38,6224,855,0.0,4.04,6380,0,30003,30003,0,2966,1568252,4.34,4.22,5.0
3521678,57252,34,5985,690,0.0,4.09,6388,0,30006,30006,0,2966,1594172,4.34,4.35,5.0
3521680,66435,44,6106,778,0.0,4.06,6350,0,30006,30006,0,2966,1628732,4.34,4.28,5.0
3521687,39146,31,6268,778,0.0,4.06,6386,0,30011,30011,0,2966,1594172,4.34,4.28,5.0
3521688,24977,38,6365,1223,0.0,3.93,6363,0,30003,30003,0,2966,1569692,4.34,3.96,5.0
3521691,82944,29,6084,583,0.0,4.12,6849,0,30003,30003,0,2903,1582652,4.33,4.43,5.0
3521694,93725,33,5880,615,0.0,4.11,6548,0,30006,30006,0,2903,1622972,4.33,4.41,5.0
3521708,76723,34,6477,702,0.0,4.08,6993,0,30003,30003,0,2934,1622020,4.33,4.34,5.0
3521710,45520,28,6275,677,0.0,4.09,6411,0,30006,30006,0,2966,1617212,4.34,4.36,5.0
3521717,59062,35,6216,702,0.0,4.08,6552,0,30003,30003,0,2934,1543348,4.33,4.34,5.0
3521731,72847,35,6201,743,0.0,4.07,6620,0,30003,30003,0,2903,1556732,4.33,4.31,5.0
3521742,38316,34,6146,783,0.0,4.06,6355,0,30004,30004,0,2966,1599932,4.34,4.28,5.0
3521747,83076,32,6527,644,0.0,4.1,6863,0,30004,30004,0,2903,1575452,4.33,4.38,5.0
3521754,62767,32,6053,620,0.0,4.11,6345,0,30016,30016,0,2966,1592732,4.34,4.4,5.0
3521755,65698,34,6545,679,0.0,4.09,6902,0,30005,30005,0,2934,1561052,4.33,4.36,5.0
3521758,66296,30,6122,615,0.0,4.11,6622,0,30004,30004,0,2903,1542332,4.33,4.41,5.0
3521761,32213,34,6230,1037,0.0,3.99,6362,0,30004,30004,0,2966,1579772,4.34,4.09,5.0
3521763,56387,34,6022,725,0.0,4.07,6389,0,30005,30005,0,2903,1599932,4.33,4.32,5.0
3521774,55680,38,5917,734,0.0,4.08,6132,0,30005,30005,0,2966,1594172,4.34,4.31,5.0
3521775,98806,35,5964,659,0.0,4.09,6399,0,30004,30004,0,2903,1707932,4.33,4.37,5.0
3521828,96213,35,5505,645,0.0,4.1,6585,0,30004,30004,0,2903,1725212,4.33,4.38,5.0
3521834,67387,35,6063,709,0.0,4.08,6414,0,30006,30006,0,2934,1621675,4.33,4.33,5.0
3521838,59684,32,5921,664,0.0,4.1,6346,0,30007,30007,0,2966,1630172,4.34,4.37,5.0
3521844,73072,35,6121,682,0.0,4.09,6595,0,30004,30004,0,2934,1567035,4.33,4.35,5.0
3521854,72923,31,6009,605,0.0,4.12,6357,0,30007,30007,0,2966,1594172,4.34,4.41,5.0
3521855,66267,36,6117,691,0.0,4.09,6630,0,30005,30005,0,2934,1621755,4.33,4.35,5.0
3521858,69449,35,6224,693,0.0,4.09,6592,0,30002,30002,0,2934,1626947,4.33,4.35,5.0
3521859,93046,34,5554,612,0.0,4.11,6549,0,30004,30004,0,2903,1647452,4.33,4.41,5.0
3521863,52517,39,6212,787,0.0,4.06,6396,0,30010,30010,0,2966,1575452,4.34,4.27,5.0
3521866,51064,29,6129,665,0.0,4.1,6350,0,30016,30016,0,2966,1654652,4.34,4.37,5.0
3521868,67200,34,6183,688,0.0,4.09,6607,0,30012,30012,0,2934,1653212,4.33,4.35,5.0
3521878,26550,35,6357,1080,0.0,3.97,6404,0,30012,30012,0,2966,1571132,4.34,4.06,5.0
3521890,23962,34,6309,1069,0.0,3.98,6351,0,30009,30009,0,2966,1569692,4.34,4.07,5.0
3521892,61033,34,6000,678,0.0,4.09,6411,0,30022,30022,0,2934,1563932,4.33,4.36,5.0
3521903,64350,34,6078,677,0.0,4.09,6387,0,30010,30010,0,2966,1607132,4.34,4.36,5.0
3521908,85120,34,6453,655,0.0,4.1,7115,0,30006,30006,0,2903,1650332,4.33,4.37,5.0
3521912,69609,35,6138,699,0.0,4.08,6423,0,30014,30014,0,2934,1558829,4.33,4.34,5.0
3521916,77226,30,5966,591,0.0,4.12,6429,0,30004,30004,0,2934,1637372,4.33,4.42,5.0
3521918,69385,34,6443,618,0.0,4.11,7149,0,30010,30010,0,2903,1637372,4.33,4.4,5.0
3521923,84141,36,6062,623,0.0,4.11,6827,0,30008,30008,0,2934,1648892,4.33,4.4,5.0
3521927,69120,36,6423,756,0.0,4.06,6835,0,30002,30002,0,2903,1568252,4.33,4.3,5.0
3521929,71488,29,6249,591,0.0,4.12,6737,0,30021,30021,0,2903,1539452,4.33,4.42,5.0
3521933,82577,34,5817,629,0.0,4.1,6799,0,30009,30009,0,2903,1582652,4.33,4.39,5.0
3521934,84295,30,5975,643,0.0,4.1,6391,0,30004,30004,0,2903,1648892,4.33,4.38,5.0
3521935,71654,35,6124,701,0.0,4.08,6513,0,30007,30007,0,2934,1551844,4.33,4.34,5.0
3521940,62317,35,6240,693,0.0,4.09,6603,0,30003,30003,0,2934,1611107,4.33,4.35,5.0
3521949,70424,30,6194,625,0.0,4.1,6550,0,30008,30008,0,2903,1591292,4.33,4.4,5.0
3521950,23251,39,6313,1086,0.0,3.97,6368,0,30003,30003,0,2966,1595612,4.34,4.06,5.0
3521963,95174,35,6557,642,0.0,4.1,7133,0,30008,30008,0,2934,1689212,4.33,4.38,5.0
3521966,72553,37,5989,720,0.0,4.08,6383,0,30012,30012,0,2966,1696412,4.34,4.33,5.0
3521967,85609,34,6118,654,0.0,4.1,6640,0,30005,30005,0,2903,1612892,4.33,4.38,5.0
3521985,38472,28,6283,887,0.0,4.03,6339,0,30005,30005,0,2966,1621532,4.34,4.2,5.0
3521994,64941,33,6579,661,0.0,4.1,6996,0,30006,30006,0,2934,1624412,4.33,4.37,5.0
3521996,50955,32,6334,868,0.0,4.04,6379,0,30006,30006,0,2966,1607132,4.34,4.21,5.0
3521998,68043,37,5921,784,0.0,4.06,6427,0,30005,30005,0,2903,1584092,4.33,4.28,5.0
3522000,70656,29,5995,618,0.0,4.11,6508,0,30014,30014,0,2903,1536572,4.33,4.4,5.0
3522002,76077,35,6327,699,0.0,4.08,6713,0,30003,30003,0,2934,1588636,4.33,4.34,5.0
3522010,72027,30,6318,634,0.0,4.1,6803,0,30003,30003,0,2934,1657675,4.33,4.39,5.0
3522011,86400,34,5975,639,0.0,4.11,6417,0,30005,30005,0,2966,1736732,4.34,4.39,5.0
3522012,39943,41,6196,912,0.0,4.02,6354,0,30005,30005,0,2966,1581212,4.34,4.18,5.0
3522016,81982,35,5774,646,0.0,4.1,6632,0,30008,30008,0,2934,1638812,4.33,4.38,5.0
3522017,63581,34,6240,697,0.0,4.08,6620,0,30014,30014,0,2903,1682012,4.33,4.34,5.0
3522031,71573,35,6206,735,0.0,4.07,6422,0,30003,30003,0,2934,1561052,4.33,4.31,5.0
3522040,71335,34,6042,680,0.0,4.09,6392,0,30004,30004,0,2903,1529372,4.33,4.36,5.0
3522043,72363,29,6172,610,0.0,4.11,6776,0,30007,30007,0,2903,1562492,4.33,4.41,5.0
3522048,76873,30,5940,647,0.0,4.1,6353,0,30015,30015,0,2903,1602812,4.33,4.38,5.0
3522049,60988,33,6115,756,0.0,4.07,6410,0,30003,30003,0,2934,1635732,4.33,4.3,5.0
3522092,59850,28,6010,632,0.0,4.11,6400,0,30009,30009,0,2966,1640252,4.34,4.39,5.0
3522104,61809,30,6102,634,0.0,4.11,6410,0,30006,30006,0,2966,1581212,4.34,4.39,5.0
3522112,54498,28,6031,624,0.0,4.11,6368,0,30013,30013,0,2966,1608572,4.34,4.4,5.0
3522117,43332,29,6035,722,0.0,4.08,6372,0,30007,30007,0,2966,1578332,4.34,4.32,5.0
3522143,40923,28,5941,676,0.0,4.09,6381,0,30011,30011,0,2966,1648892,4.34,4.36,5.0
3522174,77477,29,6045,588,0.0,4.12,6636,0,30008,30008,0,2903,1550972,4.33,4.43,5.0
3522179,49211,30,6071,666,0.0,4.1,6398,0,30010,30010,0,2966,1620092,4.34,4.37,5.0
3522189,11027,38,6181,1741,0.0,3.77,6235,0,30007,30007,0,2966,1571132,4.34,3.62,5.0
3522191,73218,34,6302,651,0.0,4.1,6708,0,30002,30002,0,2934,1554262,4.33,4.38,5.0
3522197,39058,32,6256,876,0.0,4.03,6365,0,30004,30004,0,2966,1594172,4.34,4.21,5.0
3522207,33895,33,6193,941,0.0,4.01,6356,0,30008,30008,0,2966,1569692,4.34,4.16,5.0
3522209,83108,33,6364,647,0.0,4.1,6762,0,30002,30002,0,2934,1752572,4.33,4.38,5.0
3522219,85091,36,6381,636,0.0,4.1,7100,0,30004,30004,0,2934,1638029,4.33,4.39,5.0
3522220,31736,34,6112,887,0.0,4.03,6329,0,30007,30007,0,2966,1599932,4.34,4.2,5.0
3522221,65828,28,5897,608,0.0,4.12,6356,0,30010,30010,0,2966,1658972,4.34,4.41,5.0
3522224,73180,40,6833,741,0.0,4.07,7445,0,30009,30009,0,2903,1582652,4.33,4.31,5.0
3522225,38061,34,6136,817,0.0,4.05,6344,0,30004,30004,0,2966,1614332,4.34,4.25,5.0
3522237,77590,37,6247,647,0.0,4.1,6749,0,30007,30007,0,2934,1552860,4.33,4.38,5.0
3522239,81747,35,6377,616,0.0,4.11,6829,0,30002,30002,0,2934,1560099,4.33,4.4,5.0
3522243,37412,25,6315,805,0.0,4.06,6410,0,30007,30007,0,2966,1568252,4.34,4.26,5.0
3522244,73340,39,6007,697,0.0,4.09,6354,0,30007,30007,0,2966,1585532,4.34,4.34,5.0
3522253,52709,39,6193,777,0.0,4.06,6375,0,30013,30013,0,2966,1664732,4.34,4.28,5.0
3522258,64213,38,6070,690,0.0,4.09,6349,0,30006,30006,0,2966,1628732,4.34,4.35,5.0
3522277,64671,33,6196,658,0.0,4.09,6608,0,30004,30004,0,2903,1584092,4.33,4.37,5.0
3522278,69558,34,6033,675,0.0,4.09,6388,0,30003,30003,0,2903,1585532,4.33,4.36,5.0
3522280,77477,35,6050,636,0.0,4.1,6667,0,30003,30003,0,2903,1612892,4.33,4.39,5.0
3522283,59520,31,5987,640,0.0,4.1,6552,0,30006,30006,0,2934,1551420,4.33,4.39,5.0
3522292,81907,33,6545,652,0.0,4.1,7062,0,30004,30004,0,2903,1542332,4.33,4.38,5.0
3522293,67569,29,6112,597,0.0,4.12,6630,0,30005,30005,0,2934,1563932,4.33,4.42,5.0
3522294,82205,34,5969,632,0.0,4.11,6395,0,30003,30003,0,2966,1653212,4.34,4.39,5.0
3522296,86400,36,6072,658,0.0,4.1,6503,0,30005,30005,0,2966,1602812,4.34,4.37,5.0
3522298,72396,27,6197,605,0.0,4.11,6677,0,30006,30006,0,2903,1559612,4.33,4.41,5.0
3522300,86564,35,6255,624,0.0,4.11,6910,0,30009,30009,0,2934,1593180,4.33,4.4,5.0
3522306,61033,28,6236,617,0.0,4.11,6629,0,30005,30005,0,2934,1606140,4.33,4.4,5.0
3522314,53461,35,5901,720,0.0,4.08,6371,0,30002,30002,0,2903,1532252,4.33,4.33,5.0
3522315,48487,35,6105,795,0.0,4.06,6358,0,30017,30017,0,2966,1598492,4.34,4.27,5.0
3522321,38186,27,6340,840,0.0,4.04,6416,0,30006,30006,0,2966,1601372,4.34,4.24,5.0
3522324,80188,37,6169,686,0.0,4.09,6418,0,30005,30005,0,2966,1689212,4.34,4.35,5.0
3522326,67289,28,5916,598,0.0,4.11,6351,0,30007,30007,0,2903,1562492,4.33,4.42,5.0
3522329,76725,37,6107,679,0.0,4.09,6416,0,30003,30003,0,2966,1653212,4.34,4.36,5.0
3522330,49202,35,6295,710,0.0,4.08,6684,0,30004,30004,0,2903,1576892,4.33,4.33,5.0
3522338,42500,37,6257,827,0.0,4.05,6369,0,30002,30002,0,2966,1633052,4.34,4.24,5.0
3522341,42203,29,6076,739,0.0,4.08,6339,0,30006,30006,0,2966,1625852,4.34,4.31,5.0
3522344,34987,33,6092,790,0.0,4.06,6359,0,30003,30003,0,2966,1565372,4.34,4.27,5.0
3522360,56846,31,6117,693,0.0,4.08,6392,0,30018,30018,0,2903,1585532,4.33,4.35,5.0
3522367,78424,34,6078,677,0.0,4.09,6572,0,30004,30004,0,2903,1674812,4.33,4.36,5.0
3522370,53396,46,6032,927,0.0,4.01,6492,0,30004,30004,0,2903,1566864,4.33,4.17,5.0
3522371,71830,29,6063,579,0.0,4.12,6679,0,30025,30025,0,2934,1563932,4.33,4.43,5.0
3522376,48133,43,6040,884,0.0,4.03,6395,0,30003,30003,0,2934,1562492,4.33,4.2,5.0
3522378,64120,36,6213,667,0.0,4.09,6609,0,30017,30017,0,2903,1589852,4.33,4.37,5.0
3522380,81193,34,5900,625,0.0,4.11,6407,0,30013,30013,0,2934,1571132,4.33,4.4,5.0
3522386,64533,41,6104,797,0.0,4.05,6388,0,30005,30005,0,2903,1663292,4.33,4.27,5.0
3522391,62846,42,5937,819,0.0,4.05,6362,0,30003,30003,0,2903,1586972,4.33,4.25,5.0
3522392,70196,35,5898,695,0.0,4.08,6381,0,30014,30014,0,2903,1552412,4.33,4.34,5.0
3522395,68894,32,6009,618,0.0,4.11,6592,0,30005,30005,0,2934,1593220,4.33,4.4,5.0
3522396,60875,34,6497,733,0.0,4.07,6896,0,30008,30008,0,2934,1635971,4.33,4.32,5.0
3522403,68544,36,6091,683,0.0,4.09,6401,0,30001,30001,0,2903,1571132,4.33,4.35,5.0
3522404,46125,42,6052,914,0.0,4.02,6362,0,30015,30015,0,2903,1584092,4.33,4.18,5.0
3522408,45856,37,6297,847,0.0,4.04,6345,0,30003,30003,0,2966,1575452,4.34,4.23,5.0
3522418,60110,36,6190,715,0.0,4.08,6371,0,30004,30004,0,2966,1571132,4.34,4.33,5.0
3522425,61906,37,5892,751,0.0,4.07,6311,0,30004,30004,0,2903,1559612,4.33,4.3,5.0
3522426,50597,32,6001,663,0.0,4.09,6372,0,30021,30021,0,2903,1532252,4.33,4.37,5.0
3522459,65316,35,6226,709,0.0,4.08,6432,0,30005,30005,0,2934,1539452,4.33,4.33,5.0
3522470,56687,34,5957,683,0.0,4.09,6367,0,30009,30009,0,2966,1611452,4.34,4.35,5.0
3522474,69345,33,5944,692,0.0,4.08,6398,0,30023,30023,0,2903,1602812,4.33,4.35,5.0
3522484,70546,37,6044,693,0.0,4.08,6390,0,30002,30002,0,2903,1569692,4.33,4.35,5.0
3522485,21600,35,7312,1967,0.0,3.7,7285,0,30003,30003,0,2903,1568252,4.33,3.48,5.0
3522491,93138,31,5849,619,0.0,4.11,6419,0,30009,30009,0,2934,1621532,4.33,4.4,5.0
3522494,53238,44,6138,857,0.0,4.04,6395,0,30004,30004,0,2966,1618652,4.34,4.22,5.0
3522505,75110,34,6271,701,0.0,4.08,6726,0,30011,30011,0,2934,1667612,4.33,4.34,5.0
3522508,27675,37,6324,987,0.0,4.0,6356,0,30013,30013,0,2966,1574012,4.34,4.13,5.0
3522512,50986,40,6100,831,0.0,4.05,6337,0,30008,30008,0,2966,1663292,4.34,4.24,5.0
3522516,70041,29,5893,621,0.0,4.11,6407,0,30007,30007,0,2903,1538012,4.33,4.4,5.0
3522520,51405,30,6023,690,0.0,4.09,6324,0,30006,30006,0,2966,1646012,4.34,4.35,5.0
3522522,23474,40,6185,1125,0.0,3.96,6326,0,30002,30002,0,2966,1569692,4.34,4.03,5.0
3522525,60982,30,6068,637,0.0,4.1,6581,0,30004,30004,0,2903,1602812,4.33,4.39,5.0
3522532,61255,39,6142,766,0.0,4.07,6529,0,30002,30002,0,2966,1658972,4.34,4.29,5.0
3522533,75640,35,5952,686,0.0,4.09,6413,0,30021,30021,0,2934,1553852,4.33,4.35,5.0
3522535,34425,28,6204,846,0.0,4.04,6391,0,30004,30004,0,2966,1572572,4.34,4.23,5.0
3522536,80416,39,5755,696,0.0,4.09,6342,0,30006,30006,0,2966,1605692,4.34,4.34,5.0
3522539,60412,31,5939,677,0.0,4.09,6383,0,30003,30003,0,2903,1594172,4.33,4.36,5.0
3522543,37462,33,6162,873,0.0,4.03,6331,0,30006,30006,0,2966,1572572,4.34,4.21,5.0
3522546,24795,40,5842,1215,0.0,3.93,5961,0,30005,30005,0,2966,1637372,4.34,3.97,5.0
3522552,44993,35,6071,787,0.0,4.06,6353,0,30004,30004,0,2966,1657532,4.34,4.27,5.0
3522561,69341,35,5971,685,0.0,4.09,6337,0,30006,30006,0,2966,1622972,4.34,4.35,5.0
3522567,92050,28,5926,639,0.0,4.1,6380,0,30005,30005,0,2903,1670492,4.33,4.39,5.0
3522570,81870,35,6393,637,0.0,4.1,6929,0,30005,30005,0,2934,1557220,4.33,4.39,5.0
3522581,77251,36,6188,680,0.0,4.09,6723,0,30005,30005,0,2903,1618652,4.33,4.36,5.0
3522587,41427,30,6147,726,0.0,4.07,6386,0,30004,30004,0,2903,1542332,4.33,4.32,5.0
3522592,50457,28,6205,699,0.0,4.09,6410,0,30004,30004,0,2966,1640252,4.34,4.34,5.0
3522598,84254,36,6261,646,0.0,4.1,6825,0,30005,30005,0,2934,1572572,4.33,4.38,5.0
3522603,27249,38,6336,1107,0.0,3.96,6384,0,30006,30006,0,2966,1602812,4.34,4.04,5.0
3522604,43532,30,6218,748,0.0,4.07,6398,0,30016,30016,0,2966,1601372,4.34,4.3,5.0
3522616,58346,28,6065,648,0.0,4.1,6401,0,30003,30003,0,2966,1604252,4.34,4.38,5.0
3522632,41110,29,6171,750,0.0,4.07,6369,0,30005,30005,0,2966,1566812,4.34,4.3,5.0
3522633,86400,36,5811,641,0.0,4.1,6449,0,30003,30003,0,2903,1595612,4.33,4.39,5.0
